id,inscription_date
125001,2020-02-29
125002,2020-02-12
125003,2020-03-02
125004,2020-01-30
125005,2020-05-07
125006,2020-06-11
125007,2020-05-13
125008,2020-02-07
125009,2020-01-28
125010,2020-06-13
125011,2020-04-26
125012,2020-04-25
125013,2020-04-06
125014,2020-03-22
125015,2020-05-11
125016,2020-06-16
125017,2020-04-20
125018,2020-02-20
125019,2020-05-19
125020,2020-05-01
125021,2020-06-28
125022,2020-02-08
125023,2020-01-06
125024,2020-01-29
125025,2020-05-07
125026,2020-02-11
125027,2020-01-07
125028,2020-03-01
125029,2020-04-10
125030,2020-06-29
125031,2020-05-26
125032,2020-01-11
125033,2020-06-25
125034,2020-01-27
125035,2020-06-24
125036,2020-06-20
125037,2020-05-31
125038,2020-03-09
125039,2020-01-09
125040,2020-06-12
125041,2020-01-16
125042,2020-01-31
125043,2020-01-12
125044,2020-06-27
125045,2020-05-28
125046,2020-04-02
125047,2020-06-09
125048,2020-02-22
125049,2020-02-27
125050,2020-02-27
125051,2020-03-21
125052,2020-04-06
125053,2020-02-20
125054,2020-01-23
125055,2020-05-08
125056,2020-01-12
125057,2020-04-12
125058,2020-01-18
125059,2020-06-11
125060,2020-03-26
125061,2020-06-21
125062,2020-01-03
125063,2020-04-11
125064,2020-02-28
125065,2020-06-24
125066,2020-02-12
125067,2020-01-24
125068,2020-03-08
125069,2020-05-03
125070,2020-01-26
125071,2020-05-08
125072,2020-01-23
125073,2020-04-22
125074,2020-05-07
125075,2020-04-01
125076,2020-03-22
125077,2020-04-11
125078,2020-05-08
125079,2020-06-28
125080,2020-06-14
125081,2020-06-18
125082,2020-05-19
125083,2020-05-17
125084,2020-06-01
125085,2020-03-27
125086,2020-05-04
125087,2020-04-26
125088,2020-05-17
125089,2020-05-01
125090,2020-04-26
125091,2020-03-09
125092,2020-04-16
125093,2020-02-07
125094,2020-01-27
125095,2020-03-22
125096,2020-02-17
125097,2020-03-07
125098,2020-04-26
125099,2020-04-19
125100,2020-01-07
125101,2020-06-26
125102,2020-05-02
125103,2020-02-20
125104,2020-05-04
125105,2020-06-18
125106,2020-05-01
125107,2020-04-04
125108,2020-05-15
125109,2020-03-08
125110,2020-03-01
125111,2020-03-16
125112,2020-03-19
125113,2020-05-17
125114,2020-03-29
125115,2020-02-17
125116,2020-06-04
125117,2020-02-26
125118,2020-01-23
125119,2020-03-16
125120,2020-05-28
125121,2020-01-03
125122,2020-04-22
125123,2020-05-08
125124,2020-06-01
125125,2020-01-10
125126,2020-04-09
125127,2020-05-06
125128,2020-01-12
125129,2020-06-05
125130,2020-01-01
125131,2020-05-08
125132,2020-03-04
125133,2020-03-23
125134,2020-02-04
125135,2020-02-19
125136,2020-03-06
125137,2020-05-13
125138,2020-02-24
125139,2020-02-08
125140,2020-04-12
125141,2020-01-11
125142,2020-01-19
125143,2020-02-05
125144,2020-06-16
125145,2020-04-27
125146,2020-05-30
125147,2020-04-15
125148,2020-06-22
125149,2020-02-13
125150,2020-02-28
125151,2020-04-08
125152,2020-01-31
125153,2020-04-02
125154,2020-06-13
125155,2020-06-05
125156,2020-05-03
125157,2020-04-29
125158,2020-03-25
125159,2020-06-08
125160,2020-02-22
125161,2020-05-06
125162,2020-06-04
125163,2020-04-27
125164,2020-03-25
125165,2020-03-20
125166,2020-03-25
125167,2020-04-14
125168,2020-02-27
125169,2020-05-06
125170,2020-05-13
125171,2020-03-10
125172,2020-02-17
125173,2020-05-03
125174,2020-02-03
125175,2020-05-22
125176,2020-06-01
125177,2020-06-30
125178,2020-04-18
125179,2020-06-06
125180,2020-04-28
125181,2020-03-08
125182,2020-04-02
125183,2020-02-01
125184,2020-04-09
125185,2020-06-22
125186,2020-05-20
125187,2020-03-13
125188,2020-05-20
125189,2020-04-16
125190,2020-03-28
125191,2020-04-14
125192,2020-05-18
125193,2020-03-25
125194,2020-01-04
125195,2020-04-20
125196,2020-04-30
125197,2020-02-08
125198,2020-04-02
125199,2020-02-14
125200,2020-03-03
125201,2020-04-23
125202,2020-03-20
125203,2020-03-12
125204,2020-03-22
125205,2020-03-30
125206,2020-04-12
125207,2020-05-03
125208,2020-05-06
125209,2020-03-03
125210,2020-01-17
125211,2020-03-27
125212,2020-06-25
125213,2020-03-29
125214,2020-01-23
125215,2020-01-13
125216,2020-03-26
125217,2020-03-13
125218,2020-01-05
125219,2020-05-26
125220,2020-01-01
125221,2020-02-10
125222,2020-01-14
125223,2020-02-15
125224,2020-03-19
125225,2020-02-12
125226,2020-03-27
125227,2020-01-25
125228,2020-04-24
125229,2020-04-26
125230,2020-03-26
125231,2020-03-05
125232,2020-04-22
125233,2020-04-02
125234,2020-01-13
125235,2020-03-17
125236,2020-03-21
125237,2020-03-19
125238,2020-02-07
125239,2020-02-19
125240,2020-05-19
125241,2020-01-18
125242,2020-03-06
125243,2020-05-21
125244,2020-01-01
125245,2020-05-23
125246,2020-02-29
125247,2020-01-17
125248,2020-01-14
125249,2020-06-13
125250,2020-06-02
125251,2020-05-02
125252,2020-05-10
125253,2020-03-02
125254,2020-03-14
125255,2020-06-04
125256,2020-06-21
125257,2020-04-04
125258,2020-05-09
125259,2020-02-11
125260,2020-05-01
125261,2020-06-27
125262,2020-02-28
125263,2020-03-11
125264,2020-04-30
125265,2020-04-05
125266,2020-06-03
125267,2020-03-27
125268,2020-06-24
125269,2020-05-19
125270,2020-05-21
125271,2020-01-29
125272,2020-05-11
125273,2020-04-30
125274,2020-05-29
125275,2020-06-21
125276,2020-01-27
125277,2020-04-05
125278,2020-03-09
125279,2020-05-18
125280,2020-05-07
125281,2020-03-26
125282,2020-03-22
125283,2020-02-12
125284,2020-01-10
125285,2020-05-06
125286,2020-01-12
125287,2020-05-18
125288,2020-03-21
125289,2020-01-18
125290,2020-01-21
125291,2020-03-25
125292,2020-06-23
125293,2020-02-18
125294,2020-03-04
125295,2020-04-27
125296,2020-06-03
125297,2020-04-25
125298,2020-03-02
125299,2020-06-05
125300,2020-02-13
125301,2020-06-14
125302,2020-02-09
125303,2020-06-28
125304,2020-06-05
125305,2020-06-30
125306,2020-03-09
125307,2020-04-16
125308,2020-04-23
125309,2020-03-08
125310,2020-06-25
125311,2020-03-10
125312,2020-04-17
125313,2020-05-09
125314,2020-01-15
125315,2020-02-07
125316,2020-01-05
125317,2020-05-26
125318,2020-06-07
125319,2020-04-20
125320,2020-05-22
125321,2020-06-07
125322,2020-06-30
125323,2020-05-09
125324,2020-05-04
125325,2020-02-28
125326,2020-05-25
125327,2020-06-06
125328,2020-03-11
125329,2020-05-05
125330,2020-05-09
125331,2020-02-29
125332,2020-02-15
125333,2020-06-25
125334,2020-02-03
125335,2020-05-26
125336,2020-06-03
125337,2020-04-18
125338,2020-03-09
125339,2020-01-08
125340,2020-03-01
125341,2020-06-28
125342,2020-02-03
125343,2020-06-01
125344,2020-06-06
125345,2020-01-05
125346,2020-04-25
125347,2020-04-25
125348,2020-01-09
125349,2020-01-28
125350,2020-06-26
125351,2020-03-09
125352,2020-06-12
125353,2020-05-01
125354,2020-04-10
125355,2020-02-23
125356,2020-03-24
125357,2020-04-01
125358,2020-01-02
125359,2020-04-03
125360,2020-06-06
125361,2020-06-24
125362,2020-01-19
125363,2020-06-26
125364,2020-06-17
125365,2020-06-27
125366,2020-06-09
125367,2020-03-09
125368,2020-06-25
125369,2020-04-12
125370,2020-04-11
125371,2020-03-20
125372,2020-01-05
125373,2020-02-29
125374,2020-01-23
125375,2020-06-23
125376,2020-03-14
125377,2020-05-13
125378,2020-01-13
125379,2020-02-01
125380,2020-02-11
125381,2020-01-28
125382,2020-01-25
125383,2020-06-18
125384,2020-04-05
125385,2020-02-04
125386,2020-02-26
125387,2020-04-08
125388,2020-06-27
125389,2020-03-29
125390,2020-02-25
125391,2020-03-30
125392,2020-05-04
125393,2020-01-22
125394,2020-04-17
125395,2020-03-22
125396,2020-05-21
125397,2020-01-19
125398,2020-02-27
125399,2020-01-08
125400,2020-06-25
125401,2020-04-30
125402,2020-05-30
125403,2020-02-12
125404,2020-01-01
125405,2020-06-15
125406,2020-03-01
125407,2020-05-02
125408,2020-02-24
125409,2020-01-02
125410,2020-04-13
125411,2020-06-28
125412,2020-06-07
125413,2020-01-30
125414,2020-05-10
125415,2020-01-16
125416,2020-04-12
125417,2020-06-09
125418,2020-04-25
125419,2020-06-11
125420,2020-02-12
125421,2020-05-05
125422,2020-02-28
125423,2020-05-26
125424,2020-05-23
125425,2020-06-13
125426,2020-06-22
125427,2020-01-20
125428,2020-01-25
125429,2020-02-25
125430,2020-03-07
125431,2020-06-17
125432,2020-02-06
125433,2020-02-06
125434,2020-02-01
125435,2020-06-30
125436,2020-03-03
125437,2020-03-23
125438,2020-04-12
125439,2020-05-25
125440,2020-06-01
125441,2020-01-21
125442,2020-04-05
125443,2020-03-17
125444,2020-05-14
125445,2020-01-27
125446,2020-02-16
125447,2020-04-06
125448,2020-02-02
125449,2020-03-16
125450,2020-03-26
125451,2020-04-19
125452,2020-05-13
125453,2020-01-07
125454,2020-01-04
125455,2020-03-13
125456,2020-02-21
125457,2020-03-11
125458,2020-02-24
125459,2020-02-13
125460,2020-06-25
125461,2020-06-16
125462,2020-02-02
125463,2020-04-17
125464,2020-05-06
125465,2020-01-20
125466,2020-03-10
125467,2020-05-14
125468,2020-05-19
125469,2020-06-25
125470,2020-03-03
125471,2020-04-10
125472,2020-04-23
125473,2020-04-20
125474,2020-04-26
125475,2020-05-30
125476,2020-05-03
125477,2020-03-08
125478,2020-04-20
125479,2020-01-16
