id,inscription_date
875001,2020-06-18
875002,2020-02-10
875003,2020-03-04
875004,2020-01-16
875005,2020-05-29
875006,2020-04-19
875007,2020-01-24
875008,2020-01-01
875009,2020-03-14
875010,2020-02-23
875011,2020-06-02
875012,2020-05-07
875013,2020-04-20
875014,2020-04-11
875015,2020-05-03
875016,2020-05-09
875017,2020-01-11
875018,2020-01-05
875019,2020-02-17
875020,2020-03-29
875021,2020-02-17
875022,2020-01-14
875023,2020-05-12
875024,2020-05-31
875025,2020-04-24
875026,2020-04-20
875027,2020-01-19
875028,2020-04-15
875029,2020-06-28
875030,2020-06-08
875031,2020-03-03
875032,2020-03-30
875033,2020-04-09
875034,2020-05-18
875035,2020-05-18
875036,2020-03-18
875037,2020-02-18
875038,2020-04-20
875039,2020-03-22
875040,2020-04-27
875041,2020-02-24
875042,2020-01-31
875043,2020-05-01
875044,2020-04-25
875045,2020-03-11
875046,2020-06-30
875047,2020-03-14
875048,2020-03-01
875049,2020-03-17
875050,2020-06-25
875051,2020-03-04
875052,2020-03-13
875053,2020-03-10
875054,2020-03-17
875055,2020-01-01
875056,2020-01-31
875057,2020-03-12
875058,2020-05-20
875059,2020-01-08
875060,2020-01-15
875061,2020-02-06
875062,2020-03-02
875063,2020-06-11
875064,2020-02-23
875065,2020-04-26
875066,2020-05-23
875067,2020-04-20
875068,2020-01-16
875069,2020-05-28
875070,2020-05-28
875071,2020-04-16
875072,2020-04-15
875073,2020-05-13
875074,2020-02-02
875075,2020-05-27
875076,2020-04-22
875077,2020-02-16
875078,2020-04-12
875079,2020-04-16
875080,2020-04-04
875081,2020-05-30
875082,2020-04-22
875083,2020-01-11
875084,2020-01-10
875085,2020-05-07
875086,2020-05-24
875087,2020-02-08
875088,2020-03-01
875089,2020-05-08
875090,2020-06-02
875091,2020-04-25
875092,2020-02-22
875093,2020-01-24
875094,2020-06-08
875095,2020-03-16
875096,2020-01-02
875097,2020-02-09
875098,2020-01-24
875099,2020-03-30
875100,2020-03-11
