id,inscription_date
750001,2020-06-11
750002,2020-05-10
750003,2020-02-28
750004,2020-04-20
750005,2020-04-10
750006,2020-03-25
750007,2020-04-03
750008,2020-03-29
750009,2020-03-13
750010,2020-05-13
750011,2020-06-01
750012,2020-06-04
750013,2020-02-29
750014,2020-01-28
750015,2020-05-14
750016,2020-01-04
750017,2020-01-31
750018,2020-04-25
750019,2020-05-23
750020,2020-04-08
750021,2020-06-27
750022,2020-01-20
750023,2020-06-19
750024,2020-01-12
750025,2020-03-12
750026,2020-03-17
750027,2020-03-18
750028,2020-06-11
750029,2020-02-01
750030,2020-05-10
750031,2020-04-24
750032,2020-04-07
750033,2020-04-25
750034,2020-02-26
750035,2020-06-21
750036,2020-01-20
750037,2020-04-25
750038,2020-05-03
750039,2020-02-20
750040,2020-06-27
750041,2020-02-28
750042,2020-03-19
750043,2020-01-18
750044,2020-06-30
750045,2020-01-03
750046,2020-04-27
750047,2020-05-06
750048,2020-02-04
750049,2020-02-20
750050,2020-05-11
750051,2020-04-11
750052,2020-06-02
750053,2020-04-10
750054,2020-05-08
750055,2020-01-26
750056,2020-05-21
750057,2020-05-11
750058,2020-04-06
750059,2020-05-17
750060,2020-04-02
750061,2020-02-22
750062,2020-06-01
750063,2020-04-29
750064,2020-01-19
750065,2020-02-08
750066,2020-03-13
750067,2020-01-27
750068,2020-01-06
750069,2020-05-06
750070,2020-05-10
750071,2020-04-21
750072,2020-05-22
750073,2020-02-26
750074,2020-04-13
750075,2020-06-06
750076,2020-02-07
750077,2020-01-26
750078,2020-03-04
750079,2020-06-22
750080,2020-03-17
750081,2020-05-27
750082,2020-01-08
750083,2020-04-12
750084,2020-03-14
750085,2020-02-17
750086,2020-05-29
750087,2020-01-14
750088,2020-05-22
750089,2020-01-05
750090,2020-06-27
750091,2020-06-30
750092,2020-02-03
750093,2020-01-23
750094,2020-04-09
750095,2020-06-10
750096,2020-01-25
750097,2020-06-21
750098,2020-03-26
750099,2020-05-22
750100,2020-06-17
750101,2020-03-24
750102,2020-02-14
750103,2020-06-10
750104,2020-05-18
750105,2020-05-09
750106,2020-05-09
750107,2020-05-16
750108,2020-02-08
750109,2020-03-19
750110,2020-03-22
750111,2020-03-11
750112,2020-06-12
750113,2020-05-29
750114,2020-04-16
750115,2020-04-08
750116,2020-01-02
750117,2020-04-19
750118,2020-04-07
750119,2020-04-29
750120,2020-03-27
750121,2020-06-17
750122,2020-06-17
750123,2020-05-23
750124,2020-03-02
750125,2020-01-27
750126,2020-01-21
750127,2020-03-16
750128,2020-06-24
750129,2020-05-28
750130,2020-05-03
750131,2020-01-05
750132,2020-05-03
750133,2020-04-20
750134,2020-03-05
750135,2020-06-22
750136,2020-06-04
750137,2020-06-22
750138,2020-04-28
750139,2020-02-08
750140,2020-04-05
750141,2020-02-15
750142,2020-06-10
750143,2020-01-05
750144,2020-01-06
750145,2020-03-20
750146,2020-01-27
750147,2020-05-27
750148,2020-04-23
750149,2020-06-16
750150,2020-02-28
750151,2020-03-01
750152,2020-02-03
750153,2020-06-01
750154,2020-03-15
750155,2020-02-06
750156,2020-05-05
750157,2020-02-28
750158,2020-01-31
750159,2020-05-31
750160,2020-04-23
750161,2020-05-02
750162,2020-01-31
750163,2020-04-01
750164,2020-06-28
750165,2020-05-05
750166,2020-03-11
750167,2020-02-12
750168,2020-01-12
750169,2020-02-02
750170,2020-03-07
750171,2020-01-20
750172,2020-04-08
750173,2020-04-13
750174,2020-01-14
750175,2020-05-22
750176,2020-01-01
750177,2020-06-21
750178,2020-03-23
750179,2020-04-15
750180,2020-05-28
750181,2020-04-12
750182,2020-04-13
750183,2020-01-15
750184,2020-04-10
750185,2020-03-26
750186,2020-01-29
750187,2020-04-09
750188,2020-02-27
750189,2020-04-10
750190,2020-05-18
750191,2020-06-11
750192,2020-01-26
750193,2020-03-27
750194,2020-01-12
750195,2020-01-06
750196,2020-04-16
750197,2020-01-06
750198,2020-02-27
750199,2020-02-15
750200,2020-05-29
750201,2020-04-11
750202,2020-06-19
750203,2020-05-17
750204,2020-05-30
750205,2020-03-20
750206,2020-02-07
750207,2020-04-04
750208,2020-04-24
750209,2020-05-02
750210,2020-05-26
750211,2020-02-23
750212,2020-04-23
750213,2020-05-14
750214,2020-01-19
750215,2020-03-19
750216,2020-01-04
750217,2020-06-02
750218,2020-04-15
750219,2020-01-31
750220,2020-01-19
750221,2020-01-28
750222,2020-05-13
750223,2020-05-23
750224,2020-03-06
750225,2020-02-21
750226,2020-02-26
750227,2020-04-21
750228,2020-06-20
750229,2020-05-06
750230,2020-03-29
750231,2020-04-10
750232,2020-05-26
750233,2020-03-25
750234,2020-04-14
750235,2020-01-07
750236,2020-01-04
750237,2020-06-28
750238,2020-04-06
750239,2020-02-21
750240,2020-02-06
750241,2020-03-22
750242,2020-05-30
750243,2020-05-08
750244,2020-01-06
