id,inscription_date
500001,2020-03-14
500002,2020-01-24
500003,2020-02-21
500004,2020-01-24
500005,2020-01-04
500006,2020-01-02
500007,2020-02-25
500008,2020-02-21
500009,2020-05-21
500010,2020-04-06
500011,2020-05-10
500012,2020-05-31
500013,2020-06-07
500014,2020-03-06
500015,2020-05-28
500016,2020-01-22
500017,2020-01-03
500018,2020-01-22
500019,2020-01-29
500020,2020-02-18
500021,2020-02-02
500022,2020-03-07
500023,2020-01-27
500024,2020-05-29
500025,2020-04-13
500026,2020-06-29
500027,2020-03-03
500028,2020-05-25
500029,2020-02-03
500030,2020-03-02
500031,2020-06-08
500032,2020-02-07
500033,2020-06-28
500034,2020-05-24
500035,2020-04-07
500036,2020-02-13
500037,2020-03-21
500038,2020-03-20
500039,2020-05-30
500040,2020-06-30
500041,2020-05-20
500042,2020-02-05
500043,2020-03-28
500044,2020-06-08
500045,2020-04-28
500046,2020-01-10
500047,2020-05-21
500048,2020-01-26
500049,2020-01-24
500050,2020-03-08
500051,2020-06-19
500052,2020-06-18
500053,2020-04-09
500054,2020-03-05
500055,2020-03-30
500056,2020-06-03
500057,2020-04-14
500058,2020-04-02
500059,2020-05-27
500060,2020-01-11
500061,2020-04-12
500062,2020-05-16
500063,2020-06-07
500064,2020-05-19
500065,2020-02-02
500066,2020-03-29
500067,2020-05-31
500068,2020-04-10
500069,2020-03-16
500070,2020-04-15
500071,2020-02-23
500072,2020-06-30
500073,2020-05-20
500074,2020-05-26
500075,2020-02-02
500076,2020-05-28
500077,2020-03-27
500078,2020-05-24
500079,2020-06-27
500080,2020-06-16
500081,2020-04-27
500082,2020-03-04
500083,2020-03-20
500084,2020-06-16
500085,2020-03-15
500086,2020-02-24
500087,2020-01-13
500088,2020-01-11
500089,2020-04-27
500090,2020-02-15
500091,2020-06-06
500092,2020-03-09
500093,2020-05-14
500094,2020-04-18
500095,2020-04-20
500096,2020-04-23
500097,2020-01-21
500098,2020-05-07
500099,2020-06-18
500100,2020-01-05
500101,2020-04-11
500102,2020-01-21
500103,2020-05-20
500104,2020-05-27
500105,2020-05-01
500106,2020-05-11
500107,2020-06-04
500108,2020-05-30
500109,2020-05-10
500110,2020-01-13
500111,2020-03-10
500112,2020-02-11
500113,2020-01-04
500114,2020-06-14
500115,2020-06-24
500116,2020-01-08
500117,2020-01-23
500118,2020-04-13
500119,2020-03-20
500120,2020-04-18
500121,2020-02-21
500122,2020-02-26
500123,2020-03-11
500124,2020-02-29
500125,2020-03-17
500126,2020-03-06
500127,2020-06-07
500128,2020-02-07
500129,2020-05-31
500130,2020-03-09
500131,2020-02-25
500132,2020-01-29
500133,2020-02-22
500134,2020-03-08
500135,2020-04-01
500136,2020-04-05
500137,2020-05-02
500138,2020-03-14
500139,2020-04-21
500140,2020-01-27
500141,2020-05-19
500142,2020-04-03
500143,2020-02-17
500144,2020-03-29
500145,2020-06-08
500146,2020-05-30
500147,2020-02-27
500148,2020-05-14
500149,2020-01-01
500150,2020-06-08
500151,2020-05-09
500152,2020-06-24
500153,2020-06-14
500154,2020-03-02
500155,2020-04-02
500156,2020-02-05
500157,2020-05-30
500158,2020-01-31
500159,2020-04-29
500160,2020-04-07
